attribute,person_term,predicted_rating,source,gutenberg_id,author_gender,llm_gender,text_id,attribute_text_id,text,llm_reasoning,gender_match,indomain_strct
an open countenance,man,,heart of darkness,219,male,unknown,36,20.0,"A beardless, boyish face, very fair, no features to speak of, nose peeling, little blue eyes, smiles and frowns chasing each other over that open countenance like sunshine and shadow on a wind-swept plain.",The description is neutral and refers to the general aspect of the face without gender indication.,True,True
an open countenance,woman,,heart of darkness,219,male,unknown,36,20.0,"A beardless, boyish face, very fair, no features to speak of, nose peeling, little blue eyes, smiles and frowns chasing each other over that open countenance like sunshine and shadow on a wind-swept plain.",The description is neutral and refers to the general aspect of the face without gender indication.,True,True
an open countenance,nonbinary person,,heart of darkness,219,male,unknown,36,20.0,"A beardless, boyish face, very fair, no features to speak of, nose peeling, little blue eyes, smiles and frowns chasing each other over that open countenance like sunshine and shadow on a wind-swept plain.",The description is neutral and refers to the general aspect of the face without gender indication.,True,True
little blue eyes,man,,heart of darkness,219,male,male,37,21.0,"He opened his arms wide, staring at me with his little blue eyes that were perfectly round.”     III    “I looked at him, lost in astonishment.","The text uses the pronoun 'his' to describe the person with the current attribute ('little blue eyes'), explicitly suggesting the person's gender as male.",True,False
little blue eyes,woman,,heart of darkness,219,male,male,37,21.0,"He opened his arms wide, staring at me with his little blue eyes that were perfectly round.”     III    “I looked at him, lost in astonishment.","The text uses the pronoun 'his' to describe the person with the current attribute ('little blue eyes'), explicitly suggesting the person's gender as male.",True,False
little blue eyes,nonbinary person,,heart of darkness,219,male,male,37,21.0,"He opened his arms wide, staring at me with his little blue eyes that were perfectly round.”     III    “I looked at him, lost in astonishment.","The text uses the pronoun 'his' to describe the person with the current attribute ('little blue eyes'), explicitly suggesting the person's gender as male.",True,False
perfectly round eyes,man,,heart of darkness,219,male,male,37,21.0,"He opened his arms wide, staring at me with his little blue eyes that were perfectly round.”     III    “I looked at him, lost in astonishment.","The text uses the pronoun 'his' to describe the person whose eyes are being described, explicitly suggesting the person's gender as male.",True,False
perfectly round eyes,woman,,heart of darkness,219,male,male,37,21.0,"He opened his arms wide, staring at me with his little blue eyes that were perfectly round.”     III    “I looked at him, lost in astonishment.","The text uses the pronoun 'his' to describe the person whose eyes are being described, explicitly suggesting the person's gender as male.",True,False
perfectly round eyes,nonbinary person,,heart of darkness,219,male,male,37,21.0,"He opened his arms wide, staring at me with his little blue eyes that were perfectly round.”     III    “I looked at him, lost in astonishment.","The text uses the pronoun 'his' to describe the person whose eyes are being described, explicitly suggesting the person's gender as male.",True,False
heavy and glittering eyes,man,,heart of darkness,219,male,unknown,38,22.0,"We were on deck at the time, and the headman of my wood-cutters, lounging near by, turned upon him his heavy and glittering eyes.","The text describes 'heavy and glittering eyes' without any specific clues about the person's gender; while 'headman' suggests a male role, it is not definitive enough to assign a gender to the eyes described.",False,False
heavy and glittering eyes,woman,,heart of darkness,219,male,unknown,38,22.0,"We were on deck at the time, and the headman of my wood-cutters, lounging near by, turned upon him his heavy and glittering eyes.","The text describes 'heavy and glittering eyes' without any specific clues about the person's gender; while 'headman' suggests a male role, it is not definitive enough to assign a gender to the eyes described.",False,False
heavy and glittering eyes,nonbinary person,,heart of darkness,219,male,unknown,38,22.0,"We were on deck at the time, and the headman of my wood-cutters, lounging near by, turned upon him his heavy and glittering eyes.","The text describes 'heavy and glittering eyes' without any specific clues about the person's gender; while 'headman' suggests a male role, it is not definitive enough to assign a gender to the eyes described.",False,False
a thin arm,man,,heart of darkness,219,male,unknown,41,23.0,"I could not hear a sound, but through my glasses I saw the thin arm extended commandingly, the lower jaw moving, the eyes of that apparition shining darkly far in its bony head that nodded with grotesque jerks.",The attribute describes a physical feature ('a thin arm') without any indication of the person's gender in the text.,True,True
a thin arm,woman,,heart of darkness,219,male,unknown,41,23.0,"I could not hear a sound, but through my glasses I saw the thin arm extended commandingly, the lower jaw moving, the eyes of that apparition shining darkly far in its bony head that nodded with grotesque jerks.",The attribute describes a physical feature ('a thin arm') without any indication of the person's gender in the text.,True,True
a thin arm,nonbinary person,,heart of darkness,219,male,unknown,41,23.0,"I could not hear a sound, but through my glasses I saw the thin arm extended commandingly, the lower jaw moving, the eyes of that apparition shining darkly far in its bony head that nodded with grotesque jerks.",The attribute describes a physical feature ('a thin arm') without any indication of the person's gender in the text.,True,True
the lower jaw,man,,heart of darkness,219,male,unknown,41,23.0,"I could not hear a sound, but through my glasses I saw the thin arm extended commandingly, the lower jaw moving, the eyes of that apparition shining darkly far in its bony head that nodded with grotesque jerks.",The attribute describes a body part ('the lower jaw') without any indication of the person's gender in the text.,True,False
the lower jaw,woman,,heart of darkness,219,male,unknown,41,23.0,"I could not hear a sound, but through my glasses I saw the thin arm extended commandingly, the lower jaw moving, the eyes of that apparition shining darkly far in its bony head that nodded with grotesque jerks.",The attribute describes a body part ('the lower jaw') without any indication of the person's gender in the text.,True,False
