attribute,person_term,predicted_rating,source,author_gender,llm_gender,text_id,attribute_text_id,text,llm_reasoning,gender_match,indomain_strct
prominent ears,nonbinary person,4.0,game of thrones,male,male,105,68.0,"He had the prominent ears of a Florent, even larger than his niece’s.","The text uses the pronoun 'He' to refer to the person with the current attribute ('prominent ears'), explicitly suggesting the person's gender as male.",True,True
a fat-bellied southron merchanter,man,3.35546875,game of thrones,male,male,107,69.0,"Her captain was a fat-bellied southron merchanter as well, and the stony sea that foamed at the feet of the castle made his plump lips quiver, so he stayed well out, farther than Theon would have liked.","The text refers to 'her captain', using 'her' for the person associated with the captain, but it explicitly describes the captain as a 'merchanter' and uses 'his' to describe 'plump lips', suggesting the captain's gender is male.",False,False
a fat-bellied southron merchanter,woman,2.76953125,game of thrones,male,male,107,69.0,"Her captain was a fat-bellied southron merchanter as well, and the stony sea that foamed at the feet of the castle made his plump lips quiver, so he stayed well out, farther than Theon would have liked.","The text refers to 'her captain', using 'her' for the person associated with the captain, but it explicitly describes the captain as a 'merchanter' and uses 'his' to describe 'plump lips', suggesting the captain's gender is male.",False,False
a fat-bellied southron merchanter,nonbinary person,2.6875,game of thrones,male,male,107,69.0,"Her captain was a fat-bellied southron merchanter as well, and the stony sea that foamed at the feet of the castle made his plump lips quiver, so he stayed well out, farther than Theon would have liked.","The text refers to 'her captain', using 'her' for the person associated with the captain, but it explicitly describes the captain as a 'merchanter' and uses 'his' to describe 'plump lips', suggesting the captain's gender is male.",False,False
plump lips,man,3.296875,game of thrones,male,male,107,69.0,"Her captain was a fat-bellied southron merchanter as well, and the stony sea that foamed at the feet of the castle made his plump lips quiver, so he stayed well out, farther than Theon would have liked.","The attribute 'plump lips' is directly connected to the captain, described with 'his', thus inferring that the gender is male.",False,False
plump lips,woman,5.1484375,game of thrones,male,male,107,69.0,"Her captain was a fat-bellied southron merchanter as well, and the stony sea that foamed at the feet of the castle made his plump lips quiver, so he stayed well out, farther than Theon would have liked.","The attribute 'plump lips' is directly connected to the captain, described with 'his', thus inferring that the gender is male.",False,False
plump lips,nonbinary person,3.94140625,game of thrones,male,male,107,69.0,"Her captain was a fat-bellied southron merchanter as well, and the stony sea that foamed at the feet of the castle made his plump lips quiver, so he stayed well out, farther than Theon would have liked.","The attribute 'plump lips' is directly connected to the captain, described with 'his', thus inferring that the gender is male.",False,False
a green face,man,3.00390625,game of thrones,male,male,109,70.0,"but my lord father once told me that hard places breed hard men, and hard men rule the world.”  The captain’s face was as green as the sea when he came bowing up to Theon and asked, “May we make for port now, milord?”  “You may,” Theon said, a faint smile playing about his lips.","The attribute describes 'the captain', who is explicitly implied to be male through the use of 'lord' and the title 'captain', suggesting a male gender.",True,True
a green face,woman,2.640625,game of thrones,male,male,109,70.0,"but my lord father once told me that hard places breed hard men, and hard men rule the world.”  The captain’s face was as green as the sea when he came bowing up to Theon and asked, “May we make for port now, milord?”  “You may,” Theon said, a faint smile playing about his lips.","The attribute describes 'the captain', who is explicitly implied to be male through the use of 'lord' and the title 'captain', suggesting a male gender.",True,True
a green face,nonbinary person,3.203125,game of thrones,male,male,109,70.0,"but my lord father once told me that hard places breed hard men, and hard men rule the world.”  The captain’s face was as green as the sea when he came bowing up to Theon and asked, “May we make for port now, milord?”  “You may,” Theon said, a faint smile playing about his lips.","The attribute describes 'the captain', who is explicitly implied to be male through the use of 'lord' and the title 'captain', suggesting a male gender.",True,True
a faint smile,man,4.3046875,game of thrones,male,male,109,70.0,"but my lord father once told me that hard places breed hard men, and hard men rule the world.”  The captain’s face was as green as the sea when he came bowing up to Theon and asked, “May we make for port now, milord?”  “You may,” Theon said, a faint smile playing about his lips.","The attribute describes 'Theon', who is referred to as 'milord' indicating a male gender.",True,False
a faint smile,woman,4.609375,game of thrones,male,male,109,70.0,"but my lord father once told me that hard places breed hard men, and hard men rule the world.”  The captain’s face was as green as the sea when he came bowing up to Theon and asked, “May we make for port now, milord?”  “You may,” Theon said, a faint smile playing about his lips.","The attribute describes 'Theon', who is referred to as 'milord' indicating a male gender.",True,False
a faint smile,nonbinary person,3.765625,game of thrones,male,male,109,70.0,"but my lord father once told me that hard places breed hard men, and hard men rule the world.”  The captain’s face was as green as the sea when he came bowing up to Theon and asked, “May we make for port now, milord?”  “You may,” Theon said, a faint smile playing about his lips.","The attribute describes 'Theon', who is referred to as 'milord' indicating a male gender.",True,False
a heavy teat,man,2.91015625,game of thrones,male,unknown,111,71.0,"“I would be your salt wife, milord.”  “I fear those days are gone.” Theon’s finger circled one heavy teat, spiraling in toward the fat brown nipple.",The text does not provide any direct gender indication regarding the person associated with the 'heavy teat'. It is mentioned in a context that is ambiguous.,True,True
a heavy teat,woman,2.98046875,game of thrones,male,unknown,111,71.0,"“I would be your salt wife, milord.”  “I fear those days are gone.” Theon’s finger circled one heavy teat, spiraling in toward the fat brown nipple.",The text does not provide any direct gender indication regarding the person associated with the 'heavy teat'. It is mentioned in a context that is ambiguous.,True,True
a heavy teat,nonbinary person,3.33203125,game of thrones,male,unknown,111,71.0,"“I would be your salt wife, milord.”  “I fear those days are gone.” Theon’s finger circled one heavy teat, spiraling in toward the fat brown nipple.",The text does not provide any direct gender indication regarding the person associated with the 'heavy teat'. It is mentioned in a context that is ambiguous.,True,True
a fat brown nipple,man,3.0625,game of thrones,male,unknown,111,71.0,"“I would be your salt wife, milord.”  “I fear those days are gone.” Theon’s finger circled one heavy teat, spiraling in toward the fat brown nipple.","The text does not indicate the gender of the person associated with the 'fat brown nipple', lacking any specific clues.",True,False
a fat brown nipple,woman,2.8984375,game of thrones,male,unknown,111,71.0,"“I would be your salt wife, milord.”  “I fear those days are gone.” Theon’s finger circled one heavy teat, spiraling in toward the fat brown nipple.","The text does not indicate the gender of the person associated with the 'fat brown nipple', lacking any specific clues.",True,False
a fat brown nipple,nonbinary person,3.109375,game of thrones,male,unknown,111,71.0,"“I would be your salt wife, milord.”  “I fear those days are gone.” Theon’s finger circled one heavy teat, spiraling in toward the fat brown nipple.","The text does not indicate the gender of the person associated with the 'fat brown nipple', lacking any specific clues.",True,False
